,start,end,start_frame,end_frame,text
125,614.84,621.0799999999999,18445,18632,"But as we move closer and closer towards getting involved into this game, I expect to see lebron a little bit more aggressive"
126,621.72,627.98,18651,18839,"Now you see those two games the last two of the regular season did tweak again the ankle on sunday, but nothing serious"
127,629.64,631.64,18889,18949,I
128,646.36,653.56,19390,19606,James missing a career high 27 games only played 45 games said those 20 consecutive out with the ankle injury
129,653.56,655.8,19606,19674,I think the whole thing has been pretty exciting
130,656.4399999999999,661.3199999999999,19693,19839,Curry on the drive flips it up back shot is good step curry with his first field goal
131,661.4,666.1999999999999,19842,19985,Coach just look at the size difference between these two teams on the floor right now at every position
132,672.92,674.92,20187,20247,James finds caldwell pull
133,675.7199999999999,677.7199999999999,20271,20331,He's got a little bit of a lead
134,677.88,679.88,20336,20396,James
135,682.12,687.8000000000001,20463,20634,Finds caldwell pope another corner three another one knocking it down paul well pope
136,689.88,691.88,20696,20756,Two for two from three point range
137,696.6800000000001,698.6800000000001,20900,20960,Welcome back to warriors lakers now
138,698.76,703.4,20962,21102,If you see lebron james go to the bench a little more often than usual in this first half
139,703.72,710.36,21111,21310,Coach frank vogel told me that's because the more minutes lebron plays the more his ankle tends to stiffen up
140,710.68,716.92,21320,21507,So they are going to try if they don't fall too far behind here to backload his minutes and keep him under 30 total
141,717.0799999999999,721.88,21512,21656,Now you just saw the playback in march where he got initially hurt. This is where he tweaked it again
142,722.1999999999999,728.76,21665,21862,Just three days ago lebron told us he hasn't stopped thinking about the way this injury derailed his season
143,728.76,734.12,21862,22023,He had to rehab for more than six weeks and said quote I hated every moment of it
144,734.4399999999999,740.12,22033,22203,But mike he said he's ready to move forward and he doesn't anticipate his movement being limited in any real way tonight
145,740.84,744.28,22225,22328,Thank you rachel. You forget how well he was playing
146,744.92,751.24,22347,22537,Prior to the injury how well the lakers were playing prior to the injury to james and davis. They were 21 and six
147,751.78,755.56,22553,22666,Caruso wide open nobody near him and he cans the three
148,755.56,757.56,22666,22726,And they did
149,758.4399999999999,764.68,22753,22940,"On that one stay at home on caldwell pope, but caruso shot the ball very well from three this year"
150,765.3199999999999,767.8,22959,23034,Draymond green gets inside and draws the foul
151,768.5999999999999,770.5999999999999,23057,23117,on andre drummond
152,770.8399999999999,772.8399999999999,23125,23185,And green shaken up
153,777.16,779.7199999999999,23314,23391,Well good stunt by basemore
154,781.0,783.0,23430,23490,But caruso
155,783.08,785.56,23492,23566,Again really improved as a three-point shooter
156,788.36,790.36,23650,23710,So green will go to the line
157,793.32,800.52,23799,24015,"Green has had an outstanding season, especially defensively when he hits the first our upcoming national tv schedule tnt tomorrow"
158,801.4,803.4,24042,24102,indiana and washington
159,805.64,807.16,24169,24214,And that game
160,807.16,812.6,24214,24378,After indiana with the victory washington losing to boston then esp on friday memphis will play the loser of this game
161,812.6800000000001,817.48,24380,24524,It's a nine eastern start and it'll be either in san francisco or here at the staples center
162,818.44,820.44,24553,24613,Tell you indiana played a great
163,821.62,825.24,24648,24757,Offensive game down three of their main guys
164,825.8000000000001,827.32,24774,24819,so bonus
165,827.32,829.0,24819,24870,He's a great
166,829.0,831.1,24870,24933,Great offensive player. Absolutely
167,832.0400000000001,838.9200000000001,24961,25167,They started off great and did not let their foot off the gas pedal davis out to kuzma kyle kuzma montrez harold in the game
168,839.4,844.14,25182,25324,Draymond green on davis one-on-one excellent defense again stolen by basemore
169,846.52,850.28,25395,25508,Basemore goes right at davis throws up a wild shot and draws the foul
170,850.52,857.4,25515,25722,Anthony davis picking up his first that is outstanding defense by draymond green one-on-one against anthony davis for the second time
171,859.88,864.8399999999999,25796,25945,You just you just battle them and you stay in front and don't give them anything easy active hands
172,865.1600000000001,867.1600000000001,25954,26014,You know davis
173,868.2,873.24,26046,26197,Secure your position be disciplined and give your team a chance exactly what he did
174,875.88,877.88,26276,26336,Well basemore in the starting lineup
175,878.12,884.84,26343,26545,As colin state has some injuries kelly ubray still out with the left wrist. He's going to be reevaluated next week
176,885.1600000000001,890.9200000000001,26554,26727,"James wiseman, of course their center out for the season with right knee surgery damien lee also out and of course that man"
177,890.92,894.8399999999999,26727,26845,Second of year can't wait to see him back in uniform running up and down the floor
178,896.12,900.36,26883,27010,"And they need him and you look at this game. For example, the war is not going to win if step curry"
179,900.76,906.12,27022,27183,Doesn't get going at some point the lakers are forcing him to get rid of the basketball where he sees bodies in front of him
180,906.36,909.7199999999999,27190,27291,The skano anderson misses the three called wall pulp the lip in the rebound
181,911.24,916.28,27337,27488,They're doing a good job of keeping two people he comes off a pick and roll. They don't leave him until he gets rid of the basketball
182,917.24,919.64,27517,27589,Stuff curry's taking just three shots so far
183,921.3199999999999,923.8,27639,27714,Mulder some early minutes guarding caruso
184,925.0,930.12,27750,27903,Falwell pope nice screen set by davis step back jumper won't go
185,932.4399999999999,935.3399999999999,27973,28060,Green has been absolutely great defensively
186,937.56,941.3199999999999,28126,28239,Curry against kuzma. There's a double team second turnover by curry
187,942.2,946.2800000000001,28266,28388,Kuzma to caruso drives inside lefty layup is good. It's goes crashing
188,946.5200000000001,950.5200000000001,28395,28515,Frank Vogel again saying where is the whistle lot of contact there?
189,952.2,954.7600000000001,28566,28642,And caruso off the bench with five points
190,957.96,961.0,28738,28830,Active hands come up with the steel and good delivery by kuzma
191,961.5600000000001,964.9200000000001,28846,28947,Russo with the finish that's clearly contact. He should be going to the line
192,966.7600000000001,968.7600000000001,29002,29062,Curry doubled again
193,969.64,972.2,29089,29166,Graham on green fakes davis right there
194,973.96,979.24,29218,29377,Five on the 24 curry fakes the three gets away from davis off one foot too strong
195,980.2,982.12,29406,29463,And here comes kuzma
196,982.12,984.92,29463,29547,Lakers have made it difficult early for steph curry
197,986.12,988.12,29583,29643,kuzma a three-pointer
198,988.84,991.3199999999999,29665,29739,And a loose ball foul is going to go against curry
199,994.28,996.52,29828,29895,"And coach, you know people who say well, how can you get them going?"
200,996.52,1002.12,29895,30063,"Well, you can get them going by getting stops defensively and pushing the basketball is tougher to trap pick and rolls"
201,1003.0,1007.72,30090,30231,"When you're pushing it in transition and a technical foul, I believe on dream on green"
202,1009.0,1011.48,30270,30344,"No, green gosh tibbon saying I don't want to hear it"
203,1013.48,1015.48,30404,30464,Are you now trying to talk?
204,1017.56,1021.0,30526,30630,Whatever happened to the parent that says I don't want to hear and then you still talking they said I said
205,1021.0799999999999,1024.54,30632,30736,I don't want to hear it. That's the end of it. He just gave him an extra candy bar
206,1026.84,1032.44,30805,30973,That foul by the way was on molder not curry as davis hits the technical free throw and now
207,1034.2,1036.2,31026,31086,Much more pleasant conversation
208,1038.36,1041.6399999999999,31150,31249,Josh tibbon and I have a difference of opinion of what no more means
209,1044.52,1048.28,31335,31448,Josh tibbon has become one of the premier officials in the nba in recent years
210,1048.92,1054.68,31467,31640,And you get a technical and since we don't count this as the playoffs it doesn't count against any suspension so you can
211,1055.24,1057.24,31657,31717,These are freebies
212,1057.5600000000002,1059.5600000000002,31726,31786,Shruter in there up top to caruso
213,1061.8,1067.0800000000002,31854,32012,And throws that out of bounds he was talking about the playing stats do not count toward the regular season and do not count
214,1067.16,1071.72,32014,32151,"Toward the playoffs they kind of fade away. I suppose but it's also you know, it's the same for the broadcast"
215,1071.8,1073.4,32154,32202,So whatever you say
216,1073.4,1079.88,32202,32396,"It's okay. You can say whatever you want. It's not it's not recorded. He does that anyway, mike. I'm just saying they should count"
217,1080.8400000000001,1085.0,32425,32550,I saw jason tatum's 50 as molder dumps it counts
218,1085.96,1090.7600000000002,32578,32722,"Put him in the postseason. This is the postseason i'm in agreement with you. I think they're uh,"
219,1090.92,1094.3600000000001,32727,32830,They're trying to figure out what's the best way. I just figured it out for him
220,1094.44,1098.68,32833,32960,I'm just saying what they're thinking curry on the rebound. Oh davis's miss
221,1099.3200000000002,1103.5800000000002,32979,33107,Curry way downtown in and out and davis the rebound
222,1103.58,1105.58,33107,33167,Rebound
223,1107.82,1111.98,33234,33359,"Lakers shooting just 32 from the field, but they're only down by three"
224,1114.06,1120.78,33421,33623,Montrez harold spins flips it up shot won't go tip by kuzma and another offensive rebound which he's been doing all season
225,1122.3799999999999,1124.3799999999999,33671,33731,Schroeder misses the three
226,1124.46,1131.98,33733,33959,And curry the rebound curry averaged a career high five and a half rebounds per game this year gets inside draws the foul counter and one
227,1134.22,1141.74,34026,34252,"And to me, that's the most underrated two things about his game the rebounding aspect and the finishing aspect"
228,1143.5,1145.5,34305,34365,That's just beautiful
229,1146.62,1153.26,34398,34597,Touch around the rim this year and he became the oldest scoring champion in the nba in 23 years
230,1154.3799999999999,1159.76,34631,34792,When michael jordan was 35 he finished the season with 46 points on sunday against memphis
231,1160.72,1165.6,34821,34968,He was just absolutely sensational of course a lot of the talk this week lebron james saying the other day
232,1166.16,1169.6,34984,35088,About stuff curry. He's the mvp. He had the best season all year
233,1169.76,1176.24,35092,35287,"Well, he's had an incredible season and it's it's a joy to cover him and watch him as davis knocks down the little floater"
234,1176.56,1180.8,35296,35424,He was oh for six sanford davis before that shot and it's back to four
235,1182.08,1186.0,35462,35580,But I like what he did instead of posting screen on the ball
236,1186.8,1193.84,35604,35815,And get some space from green want to scott oanderson knocks down a three turns and says something to the fans and runs down the floor
237,1194.4,1198.34,35832,35950,He has one been a one of the great stories this year in the nba
238,1199.6,1203.68,35988,36110,The east oakland native now playing for his team that he grew up rooting for
239,1205.2,1210.0,36156,36300,Schroeder shot blocked to scott oanderson saves it but right to harold blocked by green but a foul
240,1210.64,1212.64,36319,36379,And two free throws coming up for la
241,1216.8,1218.8,36504,36564,See the great ball movement and
242,1220.4,1223.36,36612,36700,Young fella gets it done oakland's finest
243,1224.56,1226.16,36736,36784,Proud to be a warrior
244,1226.16,1231.36,36784,36940,Well this happy ending for him. He just signed a multi-year contract to play for the team again. He
245,1232.96,1238.24,36988,37147,Growing up rooted for his undraft that item are kept back in 2015 took him back to the team
246,1238.24,1244.64,37147,37339,back in 2015 took him five years to get to the nba mexico argentina venezuela the g-league
247,1246.24,1252.88,37387,37586,And he has become so much more than an energy player bob meyers absolutely loves him. He's got terrific skill
248,1253.04,1257.68,37591,37730,He's extremely smart draymond green says he changes the game with his intensity
249,1258.4,1260.4,37752,37812,And steve kurr says I trust him
250,1261.68,1266.16,37850,37984,Been a great story and he's the one guy that can do draymond green type things on the floor
251,1266.48,1269.28,37994,38078,Initiating offense setting screens extra pass
252,1270.4,1272.4,38112,38172,What a find by the warriors
253,1275.44,1277.76,38263,38332,Steve kurr actually calls him a mini dream on green
254,1278.8000000000002,1284.16,38364,38524,"You think I just freestyled that mike? Well, I wanted to give a little credit come on ludi the rebound"
255,1284.96,1286.96,38548,38608,six point warriors lead
256,1287.68,1291.68,38630,38750,And it's about a five second difference between the shot clock and game clock
257,1296.24,1298.24,38887,38947,Very just two for six to start
258,1300.0,1302.0,39000,39060,Mulder wiggins
259,1302.5600000000002,1308.96,39076,39268,Rebound shrewder final seconds no fouls to give here shrewder ahead to davis davis three pointers up shot short
260,1310.48,1315.68,39314,39470,Welcome back to the state farm nba play-in tournament. I'm rachel nichols here with coach steve kurr
261,1316.16,1319.3600000000001,39484,39580,Great start you guys got out to steve. What was working for you?
262,1320.0,1323.2,39600,39696,"Well, I thought our defense was really good rachel and it's been good"
263,1323.28,1328.16,39698,39844,"You know the last few weeks and that's uh, that's what we have to play off of so our guys did a good job"
264,1328.64,1331.92,39859,39957,What's your approach to the size disadvantage that your team has here tonight?
265,1332.64,1339.28,39979,40178,"Well, we just got to make sure everybody's engaged all the time and and you know keeping everyone off the glass. They're they're obviously"
266,1339.8400000000001,1341.68,40195,40250,Uh much bigger and stronger than we are
267,1341.68,1346.72,40250,40401,But if we're active and we're boxing out with all five guys we can hold our own. Thanks so much steve
268,1347.1200000000001,1350.9,40413,40527,Back to you mike. Thank you rachel fifth turnover for golden state
269,1353.44,1359.8400000000001,40603,40795,James five points in that first quarter taylen horton tucker out there with james shrewder kuzma and harold
270,1360.8,1364.72,40824,40941,Horton tucker straight on three. That's good. This young man's having
271,1365.52,1368.72,40965,41061,"An excellent season in terms of taking some steps, but the three-pointer"
272,1369.44,1372.96,41083,41188,Has been at times a struggle for him nice shot there and it's a three-point game
273,1375.68,1377.68,41270,41330,Jordan pull the floater
274,1378.16,1384.3200000000002,41344,41529,Looney's follow misses harold the rebound no curry no green with james on the floor
275,1385.3600000000001,1387.3600000000001,41560,41620,This is going to be a challenge
276,1387.52,1389.04,41625,41671,James drives
277,1389.04,1394.64,41671,41839,"Can't get it. Yeah, kavan looney grabs another rebound seven rebounds already for kavan looney. They'll need him"
278,1395.2,1396.96,41856,41908,with the size advantage
279,1396.96,1398.96,41908,41968,of the lakers
280,1401.68,1406.88,42050,42206,Mulder catch and shoot that's good three-pointer for molder. He can shoot the second year guard from kentucky
281,1407.1200000000001,1409.6000000000001,42213,42288,"Well, you look at this unit on the floor for the warriors right now"
282,1409.6000000000001,1415.2,42288,42456,No curry or green but they have the ability to compete at a high level spread the floor and they have shooting all around
283,1415.7600000000002,1419.92,42472,42597,shooter drives shooter misses looney grabs another defensive rebound
284,1422.5600000000002,1426.2600000000002,42676,42787,And interestingly they have to skano anderson on shrewder
285,1426.26,1428.26,42787,42847,For
286,1432.34,1435.14,42970,43054,Pool has it eight to shoot to skano anderson
287,1436.1,1441.46,43083,43243,Not that time fight for the rebound. Come on looney nine rebounds now already another three
288,1442.34,1444.34,43270,43330,Mulder can't get it to go
289,1448.98,1452.18,43469,43565,Six-point goal in state league were two minutes into the second
290,1452.66,1453.8600000000001,43579,43615,Game
291,1453.8600000000001,1459.0600000000002,43615,43771,They played each other three times warriors won the first game lakers two blowouts after that
292,1459.0600000000002,1462.02,43771,43860,But both teams obviously so radically different now
293,1468.3400000000001,1470.3400000000001,44050,44110,Kuzma
294,1471.38,1475.46,44141,44263,And it hit one of the wires atop the backboard so it's golden state ball
295,1475.46,1477.46,44263,44323,All
296,1479.54,1482.74,44386,44482,Stuff curry talking about the the warriors he said back in
297,1483.38,1489.6200000000001,44501,44688,"In february march it was a little bleak, but he's so proud of the way this team just kept fighting and he says now"
298,1489.6200000000001,1491.6200000000001,44688,44748,We've given ourselves a chance
299,1491.8600000000001,1496.42,44755,44892,To make this season matter curry and green the leadership they showed
300,1497.78,1499.78,44933,44993,And the warriors turned it around
301,1500.26,1502.26,45007,45067,The skano anderson feet inside
302,1503.3799999999999,1509.94,45101,45298,Looney shot in and out lebron james rips down the rebound. That's outstanding possession though great ball movement making place for one another
303,1509.94,1512.8999999999999,45298,45386,Just wasn't able to finish at skano anderson
304,1513.46,1515.46,45403,45463,Like you mentioned before mark can really
305,1516.26,1518.26,45487,45547,pass and make plays
306,1518.26,1520.26,45547,45607,montrez harold
307,1520.26,1524.82,45607,45744,Foul by looney and the former six-man winner with the clippers will go to the line
308,1526.66,1528.66,45799,45859,It is not but an easy shot
309,1528.66,1534.26,45859,46027,It has not been an easy adjustment for montrez harold last year played so well for the la clippers this year
310,1534.26,1539.6200000000001,46027,46188,He's had some some good stretches his numbers are solid not playing as many minutes not getting as much touches
311,1540.5800000000002,1545.3000000000002,46217,46359,But it's been inconsistent at times. Well three centers makes it a challenge for the coaching staff
312,1545.94,1548.1000000000001,46378,46443,and for the three players
313,1548.1000000000001,1552.18,46443,46565,And I think the thing if i'm if i'm harold my mentality has got to be
314,1552.8200000000002,1554.98,46584,46649,The way I got paid and made it in this league
315,1555.54,1559.14,46666,46774,I gave great energy great effort great enthusiasm from day one
316,1559.38,1562.74,46781,46882,So I was a difference maker because of the way I went about my business
317,1562.74,1565.7,46882,46971,He's got to get back to being that then he's a handful to defend
318,1566.82,1569.78,47004,47093,And I think it's interesting too. I think the challenge going forward
319,1570.5,1573.22,47115,47196,For the coaching staff is at times last year
320,1574.18,1579.6200000000001,47225,47388,They played with as a free throw rebounds given up. They played with anthony davis at center
321,1580.5,1582.5,47415,47475,So now that they have three other centers
322,1582.74,1586.5,47482,47595,Do you ever get back to that lineup right it's basically four centers that
323,1587.22,1592.34,47616,47770,All feel they deserve time horton tucker goes inside flips it up and an offensive foul is called
324,1594.9,1599.54,47847,47986,Horton tucker picks up the personal frank vogel obviously disagrees with the call
325,1601.06,1603.06,48031,48091,Horton tucker wants to see the replay
326,1606.26,1608.26,48187,48247,Not a lot there
327,1608.42,1610.66,48252,48319,"To me, that's not a defensive foul"
328,1611.3000000000002,1613.3000000000002,48339,48399,But it's not an offensive foul either
329,1614.02,1619.22,48420,48576,Pull to wiggins wiggins trying to slam a shot block horton tucker right there minimum of the rim and then a foul
330,1620.26,1622.26,48607,48667,As wiggins goes crashing to the floor
331,1624.26,1626.42,48727,48792,I like wiggins trying to attack like that
332,1630.74,1632.74,48922,48982,Attacking the rim
333,1633.3000000000002,1635.3000000000002,48999,49059,Good job of going vertical
334,1635.94,1637.94,49078,49138,But I like like you talked about here
335,1638.9,1641.22,49167,49236,They need him to be aggressive on the offensive end
336,1642.26,1644.26,49267,49327,Foul was on caruso
337,1644.74,1646.74,49342,49402,Caruso picks up his first
338,1648.8200000000002,1655.14,49464,49654,Here's pool and pool is fouled before any shot attempt cruiser trying to fight over the screen picks up his second
339,1656.18,1658.18,49685,49745,And I agree with the lakers defensively right now
340,1658.18,1663.54,49745,49906,You have to treat jordan pool the way you treat steph curry with that first unit because he's a guy that can get hot
341,1663.78,1665.78,49913,49973,And then the rim opens up for him
342,1666.1,1668.8999999999999,49983,50066,Pull the last six games average 20 a game
